ID,titulacao,tipo_vinculo,dat_admissao,tempo_de_casa,cargo,regime_trabalho_mec,horas_totais,qtd_disciplina,qtd_alunos,horas_disciplina,horas_atv_dedicacao,nota_prof
220,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,9.33,2,77,8,0,4.2
221,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,17.33,2,50,8,8,4.54
222,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,21,5,145,18,0,4.65
223,Mestre              ,Aulista,01/02/2012,7,PROF.  ASSISTENTE IV,Horista,31.5,6,253,39,0,3.95
224,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,22.17,6,229,19,0,4.75
225,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Horista,26.52,5,138,21,2,4.33
226,Doutor              ,Aulista,05/02/2007,12,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,99,36,26,4.58
227,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,4.67,1,28,4,0,4.58
228,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,3.5,1,8,3,0,3.58
229,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Regime de Tempo Integral,40,6,162,18,20.17,4.84
230,Mestre              ,Aulista,02/02/2011,8,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,30.83,5,193,23,4,4.25
231,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,8.17,2,71,7,0,4.41
232,Doutor              ,Aulista,04/08/2008,10,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,64,8,26,2.94
233,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,21,1,93,18,0,4.37
234,Doutor              ,Aulista,01/02/2002,17,PROF. ADJUNTO IV,Horista,16.33,5,165,14,0,3.86
235,Especialista        ,Aulista,01/08/2003,15,PROF.  ASSISTENTE II,Horista,30.33,6,388,26,0,4.77
236,Doutor              ,Aulista,03/02/2003,16,PROF. ADJUNTO IV,Horista,21,3,186,30,0,3.6
237,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,1,166,12,0,3.14
238,Mestre              ,Aulista,02/02/2004,15,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,21.33,2,49,4,12,4.05
239,Doutor              ,Aulista,01/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Parcial,34.5,3,280,14,11.17,2.44
240,Doutor              ,Aulista,03/02/2014,5,PROF. ADJUNTO I,Regime de Tempo Parcial,26,3,66,12,12,2.62
241,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,7.67,1,14,4,3,4.56
242,Mestre              ,Aulista,01/09/2000,18,PROF.  ASSISTENTE IV,Horista,15.17,4,112,13,0,3.9
243,Doutor              ,Regime,01/04/2003,16,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,40,8,30.67,4.63
244,Doutor              ,Aulista,02/02/2004,15,PROF. ADJUNTO IV,Horista,39.17,5,442,31,3,3.44
245,Doutor              ,Regime,01/08/2002,16,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,112,10,28.33,4.13
246,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Horista,9.67,2,49,4,5,3.01
247,Doutor              ,Aulista,02/02/2004,15,PROF. ADJUNTO IV,Regime de Tempo Parcial,32,4,99,24,13.33,4.42
248,Mestre              ,Aulista,02/02/2004,15,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,7,283,24,12,4
249,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Regime de Tempo Parcial,23.33,4,56,16,4.67,4.52
250,Especialista        ,Aulista,01/08/2002,16,PROF.  ASSISTENTE II,Horista,9.33,2,74,8,0,3.01
251,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,14,3,125,12,0,3.03
252,Mestre              ,Aulista,03/08/2002,16,PROF.  ASSISTENTE IV,Horista,9.33,2,64,8,0,2.76
253,Pós-Doutor          ,Regime,01/08/2000,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,95,11,27.17,4.48
254,Doutor              ,Aulista,02/02/2009,10,PROF. ADJUNTO IV,Regime de Tempo Parcial,33.83,6,132,17,14,4.36
255,Mestre              ,Aulista,02/02/2004,15,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,22.33,3,67,10,6,4.85
256,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,58,8,0,3.99
257,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,4.67,1,43,4,0,3.27
258,Mestre              ,Aulista,01/08/2003,15,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,133,14,23.67,4.28
259,Mestre              ,Aulista,01/03/2000,19,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,149,12,26,3.05
260,Doutor              ,Aulista,02/02/2015,4,PROF. ADJUNTO I,Horista,18.27,2,83,13,2,4.36
261,Mestre              ,Aulista,02/08/2004,14,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,107,14,23.67,4.53
262,Doutor              ,Aulista,02/02/2004,15,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,52,8,26,4.73
263,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,32.5,5,222,21,8,3.44
264,Mestre              ,Aulista,01/03/2001,18,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,166,20,16.67,4.33
265,Mestre              ,Aulista,01/02/2001,18,PROF.  ASSISTENTE IV,Horista,18.67,5,137,16,0,4.13
266,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,39,2,69,12,25,2.78
267,Mestre              ,Aulista,08/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,119,14,19,4.33
268,Mestre              ,Aulista,07/02/2008,11,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,229,16,21.33,4.5
269,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,24.67,2,63,8,15.33,3.25
270,Mestre              ,Aulista,01/02/2002,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,100,16,21.33,4.06
271,Mestre              ,Aulista,07/02/2007,12,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,32.17,2,68,6,17,4.71
272,Mestre              ,Aulista,02/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,75,10,28.33,3.87
273,Doutor              ,Regime,01/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,73,8,30.67,4.61
274,Doutor              ,Aulista,06/02/2004,15,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,64,12,26,4.7
275,Doutor              ,Aulista,07/02/2008,11,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,91,8,30.67,4.6
276,Mestre              ,Aulista,02/02/2004,15,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,35.33,8,290,44,7.33,4.54
277,Mestre              ,Aulista,02/02/2004,15,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,24.67,2,53,8,6,4.53
278,Doutor              ,Regime,01/09/1989,29,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,139,9,29.5,3.37
279,Mestre              ,Aulista,01/08/1991,27,PROF. ADJUNTO II,Horista,11.67,3,96,10,0,4.46
280,Doutor              ,Aulista,11/08/1975,43,PROF. TITULAR,Horista,4.67,1,69,4,0,4.19
281,Mestre              ,Aulista,04/08/1993,25,PROF.  ASSISTENTE IV,Horista,22.17,3,44,19,0,3.55
282,Doutor              ,Regime,21/08/1972,46,PROF. TITULAR,Regime de Tempo Integral,40,3,134,10,28.33,4.63
283,Mestre              ,Aulista,10/08/1987,31,PROF.  ASSISTENTE IV,Horista,23.33,5,231,36,0,2.73
284,Especialista        ,Aulista,01/09/1980,38,PROF. ADJUNTO IV,Horista,7,3,76,18,0,2.98
285,Mestre              ,Regime,12/11/1991,27,PROF. ADJUNTO III,Regime de Tempo Integral,40,6,159,24,16.67,3.25
286,Doutor              ,Regime,17/08/1977,41,PROF. TITULAR,Horista,16.33,2,31,14,0,3.45
287,Doutor              ,Regime,01/03/1996,23,PROF. ADJUNTO IV,Horista,11.33,3,65,8,2,2.88
288,Especialista        ,Regime,11/08/1975,43,PROF. TITULAR,Regime de Tempo Integral,40,5,93,30,16.67,4.3
289,Mestre              ,Aulista,02/10/1995,23,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,16.83,3,33,11,4,3.28
290,Doutor              ,Regime,01/08/1991,27,PROF. TITULAR,Regime de Tempo Parcial,32,4,73,24,13.33,2.7
291,Doutor              ,Aulista,01/11/1995,23,PROF. ADJUNTO IV,Horista,9.33,3,56,8,0,4.63
292,Graduado            ,Aulista,01/04/1991,28,PROF. ADJUNTO II,Horista,25.67,3,105,66,0,3.99
293,Especialista        ,Regime,01/06/1991,27,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,30,5,150,68,6.67,3.45
294,Especialista        ,Aulista,03/02/1983,36,PROF.  ASSISTENTE IV,Horista,23.33,6,230,20,0,4.48
295,Doutor              ,Regime,03/02/1992,27,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,89,9,29.5,3.16
296,Doutor              ,Regime,01/02/1995,24,PROF. ADJUNTO IV,Regime de Tempo Parcial,20,1,42,2,17.66,3.04
297,Doutor              ,Regime,01/05/1970,49,PROF. TITULAR,Regime de Tempo Integral,40,2,32,8,30.67,4.41
298,Mestre              ,Aulista,03/08/1998,20,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,23.33,4,165,20,0,4.12
299,Mestre              ,Regime,16/02/1976,43,PROF. TITULAR,Regime de Tempo Parcial,27.43,2,43,9,16,3.58
300,Mestre              ,Aulista,01/05/1987,32,PROF.  ASSISTENTE IV,Horista,23.33,5,248,44,0,2.61
301,Doutor              ,Regime,01/02/1995,24,PROF. ADJUNTO IV,Regime de Tempo Parcial,20,1,42,2,17.66,3.68
302,Mestre              ,Aulista,17/08/1977,41,PROF.  ASSISTENTE IV,Horista,25.67,4,239,22,0,4.45
303,Especialista        ,Aulista,06/08/1985,33,PROF.  ASSISTENTE IV,Horista,9.33,1,75,8,0,3.73
304,Mestre              ,Aulista,01/03/1997,22,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,16.33,3,32,14,0,3.65
305,Especialista        ,Aulista,04/09/1975,43,PROF.  ASSISTENTE II,Horista,4.67,1,71,4,0,2.53
306,Doutor              ,Regime,01/10/1988,30,PROF. ADJUNTO IV,Regime de Tempo Parcial,30,5,60,20,6.67,3.55
307,Mestre              ,Aulista,04/02/1991,28,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,16.33,6,94,14,0,4.59
308,Mestre              ,Aulista,01/10/1999,19,PROF.  ASSISTENTE IV,Horista,16.33,4,159,14,0,4.19
309,Mestre              ,Aulista,01/05/1976,43,PROF. TITULAR,Regime de Tempo Parcial,40,7,178,24,12,4.11
310,Doutor              ,Regime,01/09/1998,20,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,51,8,30.67,3.73
311,Especialista        ,Aulista,05/03/1987,32,PROF.  ASSISTENTE IV,Horista,28,7,185,24,0,4.09
312,Doutor              ,Regime,01/03/1986,33,PROF. ADJUNTO IV,Regime de Tempo Parcial,14,2,55,8,4.67,4.63
313,Mestre              ,Aulista,01/02/1996,23,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,195,20,16.67,4.33
314,Mestre              ,Aulista,01/11/1989,29,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,10,106,24,12,4.16
315,Especialista        ,Aulista,01/08/1986,32,PROF.  ASSISTENTE III,Horista,32.33,7,171,28,2,3.38
316,Doutor              ,Aulista,03/02/1992,27,PROF. ADJUNTO IV,Horista,18.67,3,51,16,0,4.8
317,Mestre              ,Aulista,01/10/1986,32,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,150,30,16.67,4.21
318,Doutor              ,Regime,03/02/1992,27,PROF. ADJUNTO IV,Regime de Tempo Parcial,28.5,2,57,12,14.5,4.7
319,Mestre              ,Regime,01/08/1980,38,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,138,14,23.67,3.51
320,Mestre              ,Aulista,01/12/1986,32,PROF. ADJUNTO III,Regime de Tempo Parcial,14,4,126,12,0,4.6
321,Mestre              ,Aulista,01/05/1989,30,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,20,3,92,20,6,3.56
322,Especialista        ,Aulista,07/07/1995,23,PROF.  ASSISTENTE IV,Horista,25.33,5,137,20,2,3.09
323,Especialista        ,Aulista,11/02/1980,39,PROF.  ASSISTENTE II,Horista,9.33,2,86,16,0,3.72
324,Mestre              ,Aulista,03/02/1992,27,PROF. ADJUNTO IV,Regime de Tempo Parcial,18,2,40,12,4,4.6
325,Doutor              ,Regime,10/08/1987,31,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,59,8,30.67,2.87
326,Especialista        ,Aulista,01/09/1995,23,PROF.  ASSISTENTE II,Horista,23.33,4,219,20,0,3.12
327,Mestre              ,Aulista,05/03/1987,32,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,161,20,16.66,4.26
328,Mestre              ,Aulista,01/03/1977,42,PROF.  ASSISTENTE III,Horista,15.17,2,101,12,0,4.47
329,Doutor              ,Aulista,05/02/1990,29,PROF. ADJUNTO IV,Regime de Tempo Integral,40,7,122,27,8.5,4.56
330,Especialista        ,Regime,08/12/1989,29,PROF. ADJUNTO IV,Regime de Tempo Parcial,30,4,191,24,11.33,2.98
331,Doutor              ,Aulista,01/02/1994,25,PROF. ADJUNTO IV,Regime de Tempo Parcial,33.42,7,113,26,3,3.4
332,Mestre              ,Aulista,01/03/1991,28,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,37.67,3,61,10,26,3.38
333,Mestre              ,Regime,01/05/1976,43,PROF. TITULAR,Regime de Tempo Parcial,30,3,228,22,4.33,4.64
334,Especialista        ,Aulista,01/03/1980,39,PROF.  ASSISTENTE II,Regime de Tempo Parcial,17.5,4,189,23,0,3.73
335,Especialista        ,Aulista,01/09/1995,23,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,3,183,22,14.33,3.7
336,Especialista        ,Regime,01/11/1991,27,PROF. ADJUNTO II,Horista,30,6,307,32,2,3.97
337,Doutor              ,Regime,03/02/1997,22,PROF. ADJUNTO IV,Horista,9.67,2,16,4,5,4.04
338,Mestre              ,Regime,01/11/1976,42,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,49,10,26.08,3.49
339,Especialista        ,Aulista,02/05/1997,22,PROF.  ASSISTENTE II,Regime de Tempo Parcial,17.33,1,115,8,8,4.63
340,Doutor              ,Regime,01/02/1995,24,PROF. ADJUNTO IV,Regime de Tempo Parcial,20,1,24,4,15.33,4.84
341,Doutor              ,Regime,02/08/1999,19,PROF. ADJUNTO IV,Regime de Tempo Parcial,38.67,1,79,12,20,4.52
342,Doutor              ,Regime,19/08/1982,36,PROF. TITULAR,Regime de Tempo Parcial,40,8,137,28,7.33,3.72
343,Mestre              ,Regime,16/09/1990,28,PROF. TITULAR,Regime de Tempo Parcial,20,3,193,12,6,4.53
344,Especialista        ,Aulista,16/03/1976,43,PROF.  ASSISTENTE IV,Horista,14,3,120,20,0,3.56
345,Especialista        ,Aulista,01/03/1997,22,PROF.  ASSISTENTE III,Horista,17.5,4,125,15,0,3.93
346,Mestre              ,Regime,01/02/1983,36,PROF. ADJUNTO IV,Regime de Tempo Parcial,20,2,24,6,13,4.97
347,Especialista        ,Regime,01/09/1975,43,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,25,4,176,24,6.33,3.15
348,Especialista        ,Aulista,04/08/1997,21,PROF.  ASSISTENTE III,Regime de Tempo Parcial,18.67,3,185,16,0,4.19
349,Mestre              ,Aulista,01/09/1998,20,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,38.33,7,135,26,8,4.7
350,Doutor              ,Aulista,01/10/1999,19,PROF. ADJUNTO IV,Regime de Tempo Parcial,38,2,59,4,33.33,3.94
351,Especialista        ,Regime,01/09/1991,27,PROF. TITULAR,Regime de Tempo Integral,40,5,61,19,21.37,3.19
352,Doutor              ,Regime,01/03/1996,23,PROF. TITULAR,Regime de Tempo Parcial,28,1,6,1,26.83,3.99
353,Mestre              ,Regime,01/03/1979,40,PROF. TITULAR,Horista,14,3,78,12,0,3.77
354,Mestre              ,Regime,05/06/1969,49,PROF. TITULAR,Horista,10,4,147,20,0.67,3.16
355,Pós-Doutor          ,Regime,01/04/1969,50,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,39,6,33,2.97
356,Especialista        ,Aulista,08/08/1988,30,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,27.33,3,240,20,4,4.8
357,Doutor              ,Regime,01/03/1996,23,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,34,10,28.33,3.09
358,Doutor              ,Aulista,10/08/1987,31,PROF. ADJUNTO IV,Regime de Tempo Parcial,29.33,4,206,32,6,4.46
359,Especialista        ,Aulista,01/02/1985,34,PROF. ADJUNTO II,Regime de Tempo Parcial,37.33,7,268,40,11.67,3.94
360,Especialista        ,Regime,07/02/2001,18,PROF. ADJUNTO II,Regime de Tempo Parcial,30,6,150,14,13.67,4.32
361,Mestre              ,Aulista,09/02/1981,38,PROF. TITULAR,Horista,18.67,2,81,8,0,4.05
362,Mestre              ,Aulista,13/08/1981,37,PROF. ADJUNTO III,Regime de Tempo Integral,40,6,180,22,9.67,3.97
363,Especialista        ,Aulista,13/08/1979,39,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,7,144,27,8.5,4.67
364,Doutor              ,Regime,01/02/1999,20,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,63,8,30.67,3.8
365,Mestre              ,Aulista,18/09/1978,40,PROF.  ASSISTENTE IV,Horista,28.7,5,171,23,0,3.56
366,Doutor              ,Regime,01/04/1987,32,PROF. TITULAR,Regime de Tempo Parcial,30,5,143,21,5.5,4.42
367,Mestre              ,Aulista,01/04/1987,32,PROF.  ASSISTENTE IV,Horista,20.3,3,160,16,0,4.46
368,Mestre              ,Regime,07/08/1972,46,PROF. TITULAR,Regime de Tempo Parcial,30,4,64,14,13.67,4.4
369,Doutor              ,Regime,01/03/1973,46,PROF. TITULAR,Regime de Tempo Integral,40,1,20,2,30.67,4.46
370,Doutor              ,Regime,02/03/1998,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,5,4,35.25,4.13
371,Doutor              ,Regime,11/03/1974,45,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,141,20,16.66,4.65
372,Doutor              ,Aulista,09/08/1976,42,PROF. ADJUNTO IV,Regime de Tempo Parcial,21.32,4,89,15,3,3.13
373,Mestre              ,Aulista,02/09/1990,28,PROF. ADJUNTO II,Horista,11.67,3,52,8,2.33,3.52
374,Doutor              ,Regime,14/08/1974,44,PROF. TITULAR,Regime de Tempo Parcial,40,6,243,33,10.83,4.41
375,Mestre              ,Regime,16/09/1990,28,PROF. TITULAR,Regime de Tempo Integral,40,4,146,19,17.83,4.63
376,Mestre              ,Regime,01/08/1990,28,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,30,6,210,23,3.17,4.39
377,Especialista        ,Regime,01/04/1981,38,PROF. ADJUNTO II,Regime de Tempo Parcial,40,5,273,24,12,3.12
378,Doutor              ,Regime,01/09/1975,43,PROF. ADJUNTO IV,Regime de Tempo Parcial,24,3,125,8,14.64,3.85
379,Especialista        ,Aulista,01/05/1985,34,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,33.67,6,224,22,8,3.85
380,Mestre              ,Aulista,01/03/1981,38,PROF. ADJUNTO IV,Regime de Tempo Parcial,15.17,5,91,13,0,4.29
381,Mestre              ,Aulista,01/04/1980,39,PROF. ADJUNTO III,Horista,14,3,115,12,0,3.22
382,Especialista        ,Aulista,01/09/1986,32,PROF.  ASSISTENTE II,Horista,23.33,6,160,34,0,3.47
383,Mestre              ,Aulista,01/09/1987,31,PROF. TITULAR,Horista,21,4,196,30,0,4.5
384,Especialista        ,Aulista,01/08/1990,28,PROF.  ASSISTENTE II,Horista,9.33,3,48,8,0,4.51
385,Mestre              ,Aulista,04/08/1993,25,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,23.67,5,165,16,5,3.32
386,Mestre              ,Regime,01/03/1981,38,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,35,5,63,18,14,3.38
387,Mestre              ,Aulista,04/02/1991,28,PROF.  ASSISTENTE III,Horista,25.5,4,167,52,2.17,4.25
388,Doutor              ,Regime,01/02/1986,33,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,17,4,35.33,4.91
389,Especialista        ,Aulista,09/08/1976,42,PROF. ADJUNTO II,Horista,17.62,2,175,14,0,3.64
390,Mestre              ,Aulista,01/08/1990,28,PROF.  ASSISTENTE IV,Horista,28,5,224,24,0,4.35
391,Especialista        ,Regime,11/05/1991,28,PROF. ADJUNTO III,Regime de Tempo Parcial,20,3,112,12,6,4.24
392,Doutor              ,Aulista,01/03/1986,33,PROF. ADJUNTO IV,Regime de Tempo Parcial,22.17,5,116,19,0,3.12
393,Mestre              ,Aulista,06/02/1984,35,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,2,99,12,26,4.44
394,Mestre              ,Aulista,10/08/1987,31,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,16.33,5,93,14,0,4.29
395,Mestre              ,Aulista,03/08/2001,17,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,158,18,19,3.5
396,Doutor              ,Regime,01/04/1972,47,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,28,4,35.33,3.32
397,Especialista        ,Aulista,01/03/1997,22,PROF.  ASSISTENTE II,Horista,14,2,126,12,0,4.55
398,Mestre              ,Regime,01/04/1997,22,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,207,24,12,4.18
399,Especialista        ,Aulista,01/08/1984,34,PROF.  ASSISTENTE IV,Horista,9.33,1,38,8,0,4.31
400,Mestre              ,Aulista,01/02/1999,20,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,29.33,7,109,32,6,4.46
401,Mestre              ,Aulista,02/02/1998,21,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,1,64,8,30.67,4.39
402,Mestre              ,Regime,13/02/1978,41,PROF. TITULAR,Regime de Tempo Integral,40,4,45,14,23.67,4.17
403,Mestre              ,Regime,01/09/1990,28,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,35.33,1,105,8,26,3.6
404,Doutor              ,Aulista,04/08/1980,38,PROF. ADJUNTO IV,Regime de Tempo Parcial,20.33,3,152,14,4,4.48
405,Mestre              ,Regime,12/08/1974,44,PROF. ADJUNTO II,Regime de Tempo Integral,40,3,108,12,26,4.05
406,Doutor              ,Regime,24/02/1977,42,PROF. TITULAR,Regime de Tempo Parcial,20,8,62,64,1.33,3.52
407,Mestre              ,Aulista,01/09/1986,32,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,39,7,151,26,4,4.27
408,Especialista        ,Aulista,14/03/1988,31,PROF.  ASSISTENTE II,Horista,14,3,49,12,0,4.09
409,Mestre              ,Aulista,02/02/1998,21,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,19.33,4,142,14,3,3.32
410,Especialista        ,Aulista,03/03/1980,39,PROF. ADJUNTO II,Horista,32.67,5,130,60,0,2.57
411,Especialista        ,Aulista,04/08/1997,21,PROF.  ASSISTENTE II,Regime de Tempo Parcial,17.5,5,81,15,0,4.79
412,Mestre              ,Aulista,04/04/1988,31,PROF. ADJUNTO III,Regime de Tempo Parcial,22.67,3,162,28,4,4.12
413,Especialista        ,Regime,07/08/1972,46,PROF. TITULAR,Regime de Tempo Parcial,20,1,62,4,15.33,3.2
414,Doutor              ,Aulista,05/02/1990,29,PROF. ADJUNTO IV,Regime de Tempo Parcial,29.03,2,100,14,12,4.61
415,Doutor              ,Aulista,01/06/1987,31,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,131,15,21.48,4.02
416,Mestre              ,Regime,01/11/1978,40,PROF. TITULAR,Regime de Tempo Parcial,22,3,72,12,8,4.35
417,Doutor              ,Aulista,11/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,6,247,24,12,4.39
418,Mestre              ,Aulista,05/03/1987,32,PROF.  ASSISTENTE IV,Horista,26.33,2,134,16,3,4.62
419,Especialista        ,Regime,01/02/1989,30,PROF. ADJUNTO II,Regime de Tempo Parcial,26,3,99,8,16.67,3.13
420,Especialista        ,Aulista,01/03/2000,19,PROF.  ASSISTENTE II,Horista,31.5,4,318,27,0,4.86
421,Mestre              ,Aulista,01/04/1987,32,PROF.  ASSISTENTE IV,Horista,28.17,6,192,30,2.5,3.93
422,Mestre              ,Aulista,01/08/1986,32,PROF.  ASSISTENTE IV,Horista,16.33,6,280,22,0,3
423,Mestre              ,Regime,02/09/1990,28,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,88,10,28.33,4.73
424,Mestre              ,Aulista,01/05/1987,32,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,8,225,32,5,4.59
